Leitungsfunktion;Status seit;Eigentum;Teilnetz;Druckzone;Bauart;Vorschieber;Leistung (m³/h);Bemerkung;Nennweite DN [mm];Nenndruck (PN);Verbindungsart;Einbaujahr;Postleitzahl;Gemeindename;Ortsteilname;Straßenname;Strassenschlüssel;Hausnr;Hausnr-Ergänzung;Gebäudelage;Gebäudenutzung;Name I;Name II;Benutzeridentifikation;WA Leitungsabschnitt;X B Position ETRS89 Zone 32;Y B Position ETRS89 Zone 32;X B Punkt AW ETRS89 Zone 32;Y B Punkt AW ETRS89 Zone 32;Id;Latitude;Longitude;;
Versorgungsleitung;14.06.10;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;94,5;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2010;90475;Nürnberg;Moorenbrunn;Rupert-Mayer-Str.;509067300003;26;;;Zweifamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2010;80";"(OH) Überflurhydrant;N-ERGIE;21594663;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Rupert-Mayer-Str.;26;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;14.06.2010;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;1.500 m;2.526 m;BP:OK ÜP:OK  NL:OK ;;;";657857.536 m;5473471.035 m;;;21594663;49.393451;11.175484;;
Versorgungsleitung;02.11.16;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;136,125;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2016;90475;Nürnberg;Altenfurt;Welfenstr.;511088800017;34;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;02.11.2016;100";"(UH) Unterflurhydrant;N-ERGIE;27122272;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Welfenstr.;34;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;71.000 m;71.961 m;BP:OK ÜP:OK  NL:OK ;;;";657533.895 m;5474543.065 m;;;27122272;49.403170;11.171453;;
Hydrantenleitung;01.01.03;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;75;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2003;90475;Nürnberg;Fischbach;Pellergasse;508299200001;45;;;;"VW;Hydrantenleitung;in Betrieb;01.01.2003;80";"(UH) Unterflurhydrant;N-ERGIE;6961937;(37)Fischbach";"Nürnberg;Fischbach;Pellergasse;45;";"VW;Hydrantenleitung;(37)Fischbach;in Betrieb;01.01.2003;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;0.900 m;2.000 m;BP:OK ÜP:OK  NL:OK ;;;";659051.181 m;5477055.389 m;;;6961937;49.425357;11.193357;;
Versorgungsleitung;10.11.16;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;213;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2016;90475;Nürnberg;Altenfurt;Hermann-Kolb-Str.;504784900002;9;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;10.11.2016;100";"(UH) Unterflurhydrant;N-ERGIE;27117178;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Hermann-Kolb-Str.;9;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;125.337 m;125.206 m;BP:OK ÜP:N.OK  NL:OK ;;;";658142.237 m;5474537.741 m;;;27117178;49.402965;11.179829;;
Versorgungsleitung;20.04.06;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;153,75;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2006;90475;Nürnberg;Fischbach;Tolstoistr.;510412300006;26;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2006;100";"(UH) Unterflurhydrant;N-ERGIE;2784731;(37)Fischbach";"Nürnberg;Fischbach;Tolstoistr.;26;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1950;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;289.100 m;287.581 m;BP:OK ÜP:N.OK  NL:OK ;;;";658942.871 m;5476182.719 m;;;2784731;49.417542;11.191515;;
Versorgungsleitung;28.11.17;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;121,5;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2017;90475;Nürnberg;Fischbach;Fischbacher Hauptstr.;503411700001;227;;;Mehrfamilienhaus;"VW;Versorgungsleitung;in Betrieb;28.11.2017;150";"(UH) Unterflurhydrant;N-ERGIE;28260393;(37)Fischbach";"Nürnberg;Fischbach;Fischbacher Hauptstr.;227;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1950;(HOB) Hoher Bühl;(GG) Grauguß;150;PN 10;259.100 m;259.102 m;BP:OK ÜP:OK  NL:OK ;;;";659352.766 m;5476318.891 m;;;28260393;49.418659;11.197217;;
Hydrantenleitung;16.08.16;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2016;90475;Nürnberg;Moorenbrunn;Salzburger Str.;509165900020;115;;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.2016;100";"(UH) Unterflurhydrant;N-ERGIE;26899489;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Salzburger Str.;115;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1972;(HOB) Hoher Bühl;(PVC) Polyvinylchlorid;100;PN 10;1.300 m;1.313 m;BP:OK ÜP:OK  NL:OK ;;;";657310.479 m;5473873.731 m;;;26899489;49.397212;11.168110;;
Hydrantenleitung;01.01.99;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;158,344;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1999;90475;Nürnberg;Altenfurt;Löwenberger Str.;506731000004;49;;;Zweifamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.1999;100";"(OH) Überflurhydrant;N-ERGIE;2685482;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Löwenberger Str.;49;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1954;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;2.161 m;2.207 m;BP:OK ÜP:OK  NL:OK ;;;";657291.733 m;5475263.641 m;;;2685482;49.409710;11.168402;;
Versorgungsleitung;21.10.04;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;96,75;Leistung der Hydranten nicht aufsummieren! ;100;PN 16;(Fl) Flansch;2004;90475;Nürnberg;Altenfurt;Wohlauer Str.;511390600003;10;a;Vordergebäude 1;Mehrfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2004;100";"(OH) Überflurhydrant;N-ERGIE;2682467;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Wohlauer Str.;10 a;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1989;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;100;PN 16;44.200 m;45.448 m;BP:OK ÜP:N.OK  NL:OK ;;;";656826.358 m;5475197.000 m;;;2682467;49.409231;11.161965;;
Versorgungsleitung;01.01.49;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;99,375;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1949;90475;Nürnberg;Altenfurt;Hohenzollernstr.;505024300034;49;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1949;100";"(UH) Unterflurhydrant;N-ERGIE;1960747;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Hohenzollernstr.;49;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;2.663 m;2.641 m;BP:OK ÜP:OK  NL:OK ;;;";657798.185 m;5474274.378 m;;;1960747;49.400687;11.174986;;
Hydrantenleitung;19.04.10;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;272,625;Leistung der Hydranten nicht aufsummieren! ;100;PN 16;(Fl) Flansch;2010;90475;Nürnberg;Altenfurt;Sprottauer Str.;509874100004;41;;Vordergebäude 1;Verwaltung, Büro;"VW;Hydrantenleitung;in Betrieb;01.01.2010;100";"(OH) Überflurhydrant;N-ERGIE;2689068;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Sprottauer Str.;41;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1957;(HOB) Hoher Bühl;(St) Stahl;100;PN 16;1.558 m;1.557 m;BP:OK ÜP:OK  NL:OK ;;;";657225.795 m;5475683.296 m;;;2689068;49.413499;11.167660;;
Hydrantenleitung;11.01.17;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2017;90475;Nürnberg;Altenfurt;Raudtener Str.;508678400001;7;;;Verwaltung, Büro;"VW;Hydrantenleitung;in Betrieb;11.01.2017;100";"(OH) Überflurhydrant;N-ERGIE;27317778;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Raudtener Str.;7;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1968;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen;100;PN 16;1.500 m;1.537 m;BP:OK ÜP:OK  NL:OK ;;;";656681.878 m;5475645.934 m;;;27317778;49.413303;11.160152;;
Hydrantenleitung;01.01.93;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;99;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1993;90475;Nürnberg;Altenfurt;Habsburgerstr.;504316700011;70;;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.1993;100";"(UH) Unterflurhydrant;N-ERGIE;1962833;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Habsburgerstr.;70;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;1.300 m;1.219 m;BP:OK ÜP:OK  NL:OK ;;;";657747.834 m;5474500.132 m;;;1962833;49.402729;11.174382;;
Versorgungsleitung;03.06.08;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;104,625;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2008;90475;Nürnberg;Altenfurt;Schornbaumstr.;509479800002;11;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2008;50";"(UH) Unterflurhydrant;N-ERGIE;20145096;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Schornbaumstr.;11;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;03.06.2008;(HOB) Hoher Bühl;63*5,8 PE-X;50;PN 10;60.200 m;61.783 m;BP:OK ÜP:OK  NL:OK ;;;";657237.250 m;5474973.883 m;;;20145096;49.407119;11.167537;;
Versorgungsleitung;01.01.98;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;134,625;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1998;90475;Nürnberg;Moorenbrunn;Streubuck;510144200001;1;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1998;80";"(OH) Überflurhydrant;N-ERGIE;1914359;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Streubuck;1;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1998;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;2.300 m;2.358 m;BP:OK ÜP:OK  NL:OK ;;;";657301.627 m;5473673.393 m;;;1914359;49.395413;11.167909;;
Hydrantenleitung;01.01.01;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;180;Leistung der Hydranten nicht aufsummieren! Ecke Hallerweiherstr.;100;PN 16;(Fl) Flansch;2001;90475;Nürnberg;Fischbach;Fischbacher Hauptstr.;503411700001;122;;;Kirche;"VW;Hydrantenleitung;in Betrieb;01.01.2001;100";"(OH) Überflurhydrant;N-ERGIE;2782638;(37)Fischbach";"Nürnberg;Fischbach;Fischbacher Hauptstr.;122;";"VW;Hydrantenleitung;(37)Fischbach;in Betrieb;01.01.1982;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;100;PN 16;3.100 m;3.062 m;BP:OK ÜP:OK  NL:OK ;;;";658604.072 m;5476329.663 m;;;2782638;49.418951;11.186906;;
Hydrantenleitung;01.01.02;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;131,625;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2002;90475;Nürnberg;Altenfurt;Lauenburgerstr.;506837200001;3;;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.2002;100";"(OH) Überflurhydrant;N-ERGIE;1941000;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Lauenburgerstr.;3;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;1.727 m;1.728 m;BP:OK ÜP:OK  NL:OK ;;;";657248.692 m;5474792.754 m;;;1941000;49.405488;11.167623;;
Versorgungsleitung;24.08.05;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;52,875;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2005;90475;Nürnberg;Fischbach;Flachsröststr.;503431400001;45;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2005;80";"(UH) Unterflurhydrant;N-ERGIE;12743788;(37)Fischbach";"Nürnberg;Fischbach;Flachsröststr.;45;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;24.08.2005;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;0.900 m;1.899 m;BP:OK ÜP:OK  NL:OK ;;;";658495.924 m;5477249.752 m;;;12743788;49.427249;11.185784;;
Hydrantenleitung;01.01.89;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;163,125;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1989;90475;Nürnberg;Altenfurt;Altenfurter Str.;500241300001;65;;Vordergebäude 1;;"VW;Hydrantenleitung;in Betrieb;01.01.1989;80";"(OH) Überflurhydrant;N-ERGIE;1966781;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Altenfurter Str.;65;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;80;PN 10;1.500 m;1.499 m;BP:OK ÜP:OK  NL:OK ;;;";657845.390 m;5474618.790 m;;;1966781;49.403770;11.175773;;
Versorgungsleitung;01.01.99;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;85,5;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1999;90475;Nürnberg;Fischbach;Am Feuchter Brücklein;500449000001;8;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1999;80";"(UH) Unterflurhydrant;N-ERGIE;3812460;(37)Fischbach";"Nürnberg;Fischbach;Am Feuchter Brücklein;8;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1999;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;2.000 m;2.898 m;BP:OK ÜP:OK  NL:OK ;;;";659047.402 m;5476050.374 m;;;3812460;49.416325;11.192902;;
Hydrantenleitung;;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;( ) Gartenhydrant;nein;;;40;PN 16;unbekannt;;90475;Nürnberg;Altenfurt;Raudtener Str.;508678400001;;;;;"VW;Hydrantenleitung;in Betrieb;;40";"( ) Gartenhydrant;N-ERGIE;2688094;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Raudtener Str.;;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1935;(HOB) Hoher Bühl;(St) Stahl;40;PN 16;1.553 m;1.552 m;BP:OK ÜP:N.OK  NL:OK ;;;";656990.892 m;5475733.586 m;;;2688094;49.414012;11.164444;;
Versorgungsleitung;10.10.19;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2019;90475;Nürnberg;Moorenbrunn;Windenstr.;511330200001;5;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;10.10.2019;80";"(UH) Unterflurhydrant;N-ERGIE;30079881;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Windenstr.;5;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1972;(HOB) Hoher Bühl;(PVC) Polyvinylchlorid;80;PN 10;142.184 m;142.663 m;BP:OK ÜP:N.OK  NL:OK ;;;";657395.513 m;5473990.243 m;;;30079881;49.398237;11.169327;;
Versorgungsleitung;22.08.16;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;109,125;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2016;90475;Nürnberg;Altenfurt;Wittelsbacherstr.;511372000014;72;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;22.08.2016;100";"(UH) Unterflurhydrant;N-ERGIE;26902765;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Wittelsbacherstr.;72;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;71.600 m;70.936 m;BP:OK ÜP:OK  NL:OK ;;;";657805.955 m;5475057.465 m;;;26902765;49.407724;11.175404;;
Hydrantenleitung;07.07.08;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;123,656;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2008;90475;Nürnberg;Altenfurt;Löwenberger Str.;506731000004;2;;;Mehrfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.2008;80";"(OH) Überflurhydrant;N-ERGIE;20195873;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Löwenberger Str.;2;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;07.07.2008;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;0.500 m;1.073 m;BP:OK ÜP:OK  NL:OK ;;;";657085.887 m;5475021.110 m;;;20195873;49.407583;11.165471;;
Versorgungsleitung;01.01.50;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;56,25;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1950;90475;Nürnberg;Fischbach;Imkerstr.;505521300002;7;;;;"VW;Versorgungsleitung;in Betrieb;01.01.1950;80";"(UH) Unterflurhydrant;N-ERGIE;2790854;(37)Fischbach";"Nürnberg;Fischbach;Imkerstr.;7;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1950;(HOB) Hoher Bühl;(GG) Grauguß;80;PN 10;79.577 m;82.062 m;BP:OK ÜP:N.OK  NL:OK ;;;";659255.467 m;5476490.833 m;;;2790854;49.420230;11.195946;;
Versorgungsleitung;29.07.19;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2019;90475;Nürnberg;Altenfurt;Ludolfingerstr.;507106500002;10;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;29.07.2019;100";"(UH) Unterflurhydrant;N-ERGIE;29830509;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Ludolfingerstr.;10;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;183.100 m;182.815 m;BP:OK ÜP:N.OK  NL:OK ;;;";657640.268 m;5474477.811 m;;;29830509;49.402556;11.172892;;
Versorgungsleitung;01.01.50;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;60;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1950;90475;Nürnberg;Fischbach;Hartstr.;504481900003;10;;;Zweifamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1950;100";"(UH) Unterflurhydrant;N-ERGIE;2781661;(37)Fischbach";"Nürnberg;Fischbach;Hartstr.;10;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1950;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;40.900 m;40.857 m;BP:OK ÜP:OK  NL:OK ;;;";658701.143 m;5476250.502 m;;;2781661;49.418214;11.188212;;
Versorgungsleitung;01.01.03;N-ERGIE;(35)Langwasser Süd;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;144;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2003;90475;Nürnberg;Moorenbrunn;Liegnitzer Str.;506975500048;8909;;;Hydrant;"VW;Versorgungsleitung;in Betrieb;01.01.2003;80";"(UH) Unterflurhydrant;N-ERGIE;6981761;(35)Langwasser Süd";"Nürnberg;Moorenbrunn;Liegnitzer Str.;8909;";"VW;Versorgungsleitung;(35)Langwasser Süd;in Betrieb;01.01.2003;(HOB) Hoher Bühl;(St) Stahl ZM;80;PN 16;2.200 m;6.099 m;BP:OK ÜP:OK  NL:OK ;;;";656830.758 m;5474862.423 m;;;6981761;49.406222;11.161894;;
Versorgungsleitung;14.11.06;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;168,375;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2006;90475;Nürnberg;Fischbach;Feuchter Str.;503383000001;21;;;;"VW;Versorgungsleitung;in Betrieb;01.01.2006;100";"(UH) Unterflurhydrant;N-ERGIE;2785825;(37)Fischbach";"Nürnberg;Fischbach;Feuchter Str.;21;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1950;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;78.500 m;75.944 m;BP:OK ÜP:N.OK  NL:OK ;;;";659282.196 m;5476038.316 m;;;2785825;49.416155;11.196132;;
Hydrantenleitung;17.03.14;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2014;90475;Nürnberg;Moorenbrunn;Am Berg;500333800022;1;;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;17.03.2014;100";"(OH) Überflurhydrant;N-ERGIE;24746370;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Am Berg;1;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;4.100 m;4.073 m;BP:OK ÜP:OK  NL:OK ;;;";657568.297 m;5473404.695 m;;;24746370;49.392929;11.171475;;
Versorgungsleitung;01.01.86;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;125,625;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1986;90475;Nürnberg;Altenfurt;Altenfurter Str.;500241300001;46;;;Gewerbe und Wohnen;"VW;Versorgungsleitung;in Betrieb;01.01.1986;150";"(UH) Unterflurhydrant;N-ERGIE;1968066;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Altenfurter Str.;46;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;150;PN 10;50.223 m;50.261 m;BP:OK ÜP:OK  NL:OK ;;;";657746.037 m;5474800.155 m;;;1968066;49.405426;11.174477;;
Hydrantenleitung;06.09.12;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;125,25;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2012;90475;Nürnberg;Altenfurt;Löwenberger Str.;506731000004;153;;;Geschäft,Gewerbe;"VW;Hydrantenleitung;in Betrieb;06.09.2012;80";"(UH) Unterflurhydrant;N-ERGIE;23336503;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Löwenberger Str.;153;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;06.09.2012;(HOB) Hoher Bühl;(St) Stahl ZM;80;PN 16;0.100 m;1.932 m;BP:OK ÜP:OK  NL:OK ;;;";657654.312 m;5475599.335 m;;;23336503;49.412633;11.173530;;
Hydrantenleitung;22.11.07;N-ERGIE;(35)Langwasser Süd;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;170,25;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2007;90475;Nürnberg;Moorenbrunn;Schreiberhauer Str.;509491400001;7;;;;"VW;Hydrantenleitung;in Betrieb;01.01.2007;80";"(OH) Überflurhydrant;N-ERGIE;1933832;(35)Langwasser Süd";"Nürnberg;Moorenbrunn;Schreiberhauer Str.;7;";"VW;Hydrantenleitung;(35)Langwasser Süd;in Betrieb;01.01.1986;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;8.448 m;9.198 m;BP:OK ÜP:OK  NL:OK ;;;";656720.723 m;5474389.059 m;;;1933832;49.401996;11.160191;;
