Leitungsfunktion;Status seit;Eigentum;Teilnetz;Druckzone;Bauart;Vorschieber;Leistung (m³/h);Bemerkung;Nennweite DN [mm];Nenndruck (PN);Verbindungsart;Einbaujahr;Postleitzahl;Gemeindename;Ortsteilname;Straßenname;Strassenschlüssel;Hausnr;Hausnr-Ergänzung;Gebäudelage;Gebäudenutzung;Name I;Name II;Benutzeridentifikation;WA Leitungsabschnitt;X B Position ETRS89 Zone 32;Y B Position ETRS89 Zone 32;X B Punkt AW ETRS89 Zone 32;Y B Punkt AW ETRS89 Zone 32;Id;Latitude;Longitude;;
Versorgungsleitung;20.10.14;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;;;80;PN 16;(Fl) Flansch;2014;90475;Nürnberg;Altenfurt;Von-Soden-Str.;510800900001;52;;;;"VW;Versorgungsleitung;in Betrieb;20.10.2014;80";"(UH) Unterflurhydrant;N-ERGIE;25244660;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Von-Soden-Str.;52;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;20.10.2014;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;0.100 m;0.511 m;BP:OK ÜP:OK  NL:OK ;;;";657311.721 m;5474675.004 m;;;25244660;49.404414;11.168445;;
Versorgungsleitung;18.09.18;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2018;90475;Nürnberg;Fischbach;Hutbergstr.;505170400002;16;;;Fabrik,Industrie;"VW;Versorgungsleitung;in Betrieb;18.09.2018;100";"(UH) Unterflurhydrant;N-ERGIE;29192057;(37)Fischbach";"Nürnberg;Fischbach;Hutbergstr.;16;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;18.09.2018;(HOB) Hoher Bühl;125*11,4 PE-100;100;PN 10;27.700 m;29.309 m;BP:OK ÜP:OK  NL:OK ;;;";659450.662 m;5476059.330 m;;;29192057;49.416300;11.198462;;
Versorgungsleitung;01.01.50;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;143,25;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1950;90475;Nürnberg;Fischbach;Pellergasse;508299200001;30;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1950;100";"(UH) Unterflurhydrant;N-ERGIE;2803769;(37)Fischbach";"Nürnberg;Fischbach;Pellergasse;30;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1950;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;271.400 m;272.309 m;BP:OK ÜP:N.OK  NL:OK ;;;";658991.848 m;5476802.945 m;;;2803769;49.423104;11.192439;;
Versorgungsleitung;01.01.00;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;67,125;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2000;90475;Nürnberg;Fischbach;Flachsröststr.;503431400001;35;a;;Zweifamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2000;80";"(UH) Unterflurhydrant;N-ERGIE;4061915;(37)Fischbach";"Nürnberg;Fischbach;Flachsröststr.;35 a;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.2000;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;1.400 m;3.099 m;BP:OK ÜP:OK  NL:OK ;;;";658644.179 m;5477244.598 m;;;4061915;49.427164;11.187825;;
Versorgungsleitung;24.09.07;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;79,125;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2007;90475;Nürnberg;Fischbach;Döblinstr.;502543200002;7;;;Mehrfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2007;80";"(OH) Überflurhydrant;N-ERGIE;13363952;(37)Fischbach";"Nürnberg;Fischbach;Döblinstr.;7;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.10.2007;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;1.500 m;1.964 m;BP:OK ÜP:OK  NL:OK ;;;";659263.150 m;5476156.800 m;;;13363952;49.417225;11.195918;;
Hydrantenleitung;01.01.79;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;60,938;Leistung der Hydranten nicht aufsummieren! ;100;PN 16;(Fl) Flansch;1979;90475;Nürnberg;Fischbach;Am Wolfshof;501040900002;3;;;Zweifamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.1979;100";"(OH) Überflurhydrant;N-ERGIE;2794897;(37)Fischbach";"Nürnberg;Fischbach;Am Wolfshof;3;";"VW;Hydrantenleitung;(37)Fischbach;in Betrieb;01.01.1979;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;100;PN 16;2.082 m;2.081 m;BP:OK ÜP:OK  NL:OK ;;;";658167.476 m;5477073.566 m;;;2794897;49.425751;11.181187;;
Hydrantenleitung;25.06.14;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;;;100;PN 16;(Fl) Flansch;2014;90475;Nürnberg;Altenfurt;Laubaner Str.;506831200006;1;;;Mehrfamilienhaus;"VW;Hydrantenleitung;in Betrieb;25.06.2014;100";"(OH) Überflurhydrant;N-ERGIE;24899377;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Laubaner Str.;1;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1955;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;0.800 m;0.799 m;BP:OK ÜP:OK  NL:OK ;;;";657286.439 m;5475502.593 m;;;24899377;49.411859;11.168424;;
Versorgungsleitung;01.01.98;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;63,375;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1998;90475;Nürnberg;Fischbach;Amtmannsbrücklein;501072800001;1;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1998;40";"(UH) Unterflurhydrant;N-ERGIE;2780147;(37)Fischbach";"Nürnberg;Fischbach;Amtmannsbrücklein;1;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1998;(HOB) Hoher Bühl;(St) Stahl ZM;40;PN 16;2.500 m;3.994 m;BP:OK ÜP:N.OK  NL:OK ;;;";658219.917 m;5476266.449 m;;;2780147;49.418483;11.181588;;
Versorgungsleitung;01.01.49;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;101,625;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1949;90475;Nürnberg;Altenfurt;Hohenzollernstr.;505024300034;26;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1949;100";"(UH) Unterflurhydrant;N-ERGIE;1936224;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Hohenzollernstr.;26;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;43.300 m;42.739 m;BP:OK ÜP:OK  NL:OK ;;;";657549.806 m;5474452.581 m;;;1936224;49.402353;11.171636;;
Versorgungsleitung;01.01.00;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;67,406;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2000;90475;Nürnberg;Fischbach;Holzstatt;505077500001;9;;;;"VW;Versorgungsleitung;in Betrieb;01.01.2000;80";"(OH) Überflurhydrant;N-ERGIE;3942131;(37)Fischbach";"Nürnberg;Fischbach;Holzstatt;9;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.2000;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;2.800 m;2.800 m;BP:OK ÜP:OK  NL:OK ;;;";659517.652 m;5476326.538 m;;;3942131;49.418684;11.199492;;
Hydrantenleitung;21.01.15;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;107,625;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2015;90475;Nürnberg;Moorenbrunn;Radstädter Str.;508631000002;34;;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;21.01.2015;100";"(UH) Unterflurhydrant;N-ERGIE;25435182;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Radstädter Str.;34;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1972;(HOB) Hoher Bühl;(PVC) Polyvinylchlorid;100;PN 10;2.500 m;2.500 m;BP:OK ÜP:OK  NL:OK ;;;";657984.760 m;5473941.733 m;;;25435182;49.397648;11.177423;;
Versorgungsleitung;01.01.89;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;142,125;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1989;90475;Nürnberg;Fischbach;Flachsröststr.;503431400001;60;b;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1989;100";"(UH) Unterflurhydrant;N-ERGIE;2799504;(37)Fischbach";"Nürnberg;Fischbach;Flachsröststr.;60 b;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1989;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;100;PN 16;33.300 m;35.338 m;BP:OK ÜP:N.OK  NL:OK ;;;";658332.002 m;5477335.076 m;;;2799504;49.428059;11.183559;;
Hydrantenleitung;17.10.08;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;106,5;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2008;90475;Nürnberg;Altenfurt;Wittelsbacherstr.;511372000014;8;;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.2008;80";"(UH) Unterflurhydrant;N-ERGIE;20302012;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Wittelsbacherstr.;8;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;17.10.2008;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;2.000 m;2.000 m;BP:OK ÜP:OK  NL:OK ;;;";657652.068 m;5475423.130 m;;;20302012;49.411050;11.173430;;
Versorgungsleitung;21.03.12;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;101,25;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2012;90475;Nürnberg;Fischbach;Kinderschulgasse;506137300001;6;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2012;100";"(UH) Unterflurhydrant;N-ERGIE;22872263;(37)Fischbach";"Nürnberg;Fischbach;Kinderschulgasse;6;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1950;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;60.000 m;60.374 m;BP:OK ÜP:OK  NL:OK ;;;";659103.307 m;5476407.039 m;;;22872263;49.419516;11.193816;;
Hydrantenleitung;01.01.03;N-ERGIE;(35)Langwasser Süd;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;122,25;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2003;90475;Nürnberg;Moorenbrunn;Gleiwitzer Str.;503939100038;8965;;;Hydrant;"VW;Hydrantenleitung;in Betrieb;01.01.2003;150";"(UH) Unterflurhydrant;N-ERGIE;6977712;(35)Langwasser Süd";"Nürnberg;Moorenbrunn;Gleiwitzer Str.;8965;";"VW;Versorgungsleitung;(35)Langwasser Süd;in Betrieb;01.01.2003;(HOB) Hoher Bühl;(St) Stahl ZM;150;PN 16;3.600 m;13.008 m;BP:OK ÜP:OK  NL:OK ;;;";657002.755 m;5473748.014 m;;;6977712;49.396161;11.163823;;
Hydrantenleitung;01.01.79;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;78,094;Leistung der Hydranten nicht aufsummieren! ;100;PN 16;(Fl) Flansch;1979;90475;Nürnberg;Fischbach;Prezengraben;508519900001;9;;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.1979;100";"(OH) Überflurhydrant;N-ERGIE;2802956;(37)Fischbach";"Nürnberg;Fischbach;Prezengraben;9;";"VW;Hydrantenleitung;(37)Fischbach;in Betrieb;01.01.1979;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;100;PN 16;2.000 m;1.433 m;BP:OK ÜP:OK  NL:OK ;;;";658886.794 m;5476681.780 m;;;2802956;49.422042;11.190942;;
Versorgungsleitung;01.01.93;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;103,5;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1993;90475;Nürnberg;Altenfurt;Hohenzollernstr.;505024300034;7;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1993;100";"(UH) Unterflurhydrant;N-ERGIE;1939063;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Hohenzollernstr.;7;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;47.100 m;49.777 m;BP:OK ÜP:OK  NL:OK ;;;";657383.962 m;5474606.720 m;;;1939063;49.403781;11.169413;;
Versorgungsleitung;01.01.99;N-ERGIE;(35)Langwasser Süd;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;155,625;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1999;90475;Nürnberg;Moorenbrunn;Schreiberhauer Str.;509491400001;101;;;Verwaltung, Büro;"VW;Versorgungsleitung;in Betrieb;01.01.1999;80";"(OH) Überflurhydrant;N-ERGIE;1936877;(35)Langwasser Süd";"Nürnberg;Moorenbrunn;Schreiberhauer Str.;101;";"VW;Versorgungsleitung;(35)Langwasser Süd;in Betrieb;01.01.1999;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;10.500 m;10.279 m;BP:OK ÜP:OK  NL:OK ;;;";656792.600 m;5474647.247 m;;;1936877;49.404298;11.161283;;
Versorgungsleitung;13.09.05;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;52,406;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2005;90475;Nürnberg;Fischbach;Flachsröststr.;503431400001;55;;;Gewerbe und Wohnen;"VW;Versorgungsleitung;in Betrieb;01.01.2005;80";"(UH) Unterflurhydrant;N-ERGIE;12747671;(37)Fischbach";"Nürnberg;Fischbach;Flachsröststr.;55;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;13.09.2005;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;1.300 m;2.000 m;BP:OK ÜP:OK  NL:OK ;;;";658375.080 m;5477253.331 m;;;12747671;49.427313;11.184120;;
Versorgungsleitung;01.01.01;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;54,375;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2001;90475;Nürnberg;Fischbach;Pellergasse;508299200001;55;;;Mehrfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2001;80";"(UH) Unterflurhydrant;N-ERGIE;4021959;(37)Fischbach";"Nürnberg;Fischbach;Pellergasse;55;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.2001;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;0.800 m;2.027 m;BP:OK ÜP:OK  NL:OK ;;;";659033.795 m;5477200.386 m;;;4021959;49.426665;11.193176;;
Versorgungsleitung;09.11.16;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;66,375;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2016;90475;Nürnberg;Altenfurt;Oelser Str.;508036200004;8920;;;Hydrant;"VW;Versorgungsleitung;in Betrieb;09.11.2016;100";"(OH) Überflurhydrant;N-ERGIE;27199259;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Oelser Str.;8920;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;494.477 m;494.959 m;BP:OK ÜP:N.OK  NL:OK ;;;";657654.527 m;5474286.392 m;;;27199259;49.400832;11.173012;;
Versorgungsleitung;01.01.95;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;61,5;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1995;90475;Nürnberg;Fischbach;Schäferstr.;509583700022;2;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1995;100";"(UH) Unterflurhydrant;N-ERGIE;2791054;(37)Fischbach";"Nürnberg;Fischbach;Schäferstr.;2;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1950;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;114.200 m;116.057 m;BP:OK ÜP:N.OK  NL:OK ;;;";659324.422 m;5476480.304 m;;;2791054;49.420117;11.196892;;
Hydrantenleitung;01.01.01;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;106,781;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2001;90475;Nürnberg;Altenfurt;Wohlauer Str.;511390600003;56;;;Zweifamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.2001;80";"(OH) Überflurhydrant;N-ERGIE;2686488;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Wohlauer Str.;56;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1953;(HOB) Hoher Bühl;(GG) Grauguß;80;PN 10;0.700 m;0.689 m;BP:OK ÜP:OK  NL:OK ;;;";657258.189 m;5475401.057 m;;;2686488;49.410954;11.167995;;
Versorgungsleitung;01.01.00;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;51,469;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2000;90475;Nürnberg;Fischbach;Flachsröststr.;503431400001;23;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2000;80";"(UH) Unterflurhydrant;N-ERGIE;4061476;(37)Fischbach";"Nürnberg;Fischbach;Flachsröststr.;23;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.2000;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;1.900 m;1.700 m;BP:OK ÜP:OK  NL:OK ;;;";658756.771 m;5477238.175 m;;;4061476;49.427077;11.189374;;
Hydrantenleitung;01.01.49;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;146,25;Leistung der Hydranten nicht aufsummieren! ;100;PN 16;(Fl) Flansch;1949;90475;Nürnberg;Moorenbrunn;Moorenbrunner Str.;507576000001;16;b;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.1949;100";"(OH) Überflurhydrant;N-ERGIE;12622596;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Moorenbrunner Str.;16 b;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;1.000 m;1.200 m;BP:OK ÜP:OK  NL:OK ;;;";657712.539 m;5473593.595 m;;;12622596;49.394590;11.173536;;
Versorgungsleitung;14.06.10;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;100,125;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2010;90475;Nürnberg;Moorenbrunn;Rupert-Mayer-Str.;509067300003;16;;;Zweifamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.2010;80";"(OH) Überflurhydrant;N-ERGIE;21601042;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Rupert-Mayer-Str.;16;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;14.06.2010;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen ZM;80;PN 16;1.500 m;3.119 m;BP:OK ÜP:OK  NL:OK ;;;";657852.569 m;5473594.584 m;;;21601042;49.394562;11.175465;;
Versorgungsleitung;01.01.50;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;123,75;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1950;90475;Nürnberg;Fischbach;Fischbacher Hauptstr.;503411700001;51;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;01.01.1950;200";"(UH) Unterflurhydrant;N-ERGIE;2779056;(37)Fischbach";"Nürnberg;Fischbach;Fischbacher Hauptstr.;51;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1950;(HOB) Hoher Bühl;(GG) Grauguß ZM s;200;PN 10;29.500 m;29.924 m;BP:OK ÜP:OK  NL:OK ;;;";658150.348 m;5476062.327 m;;;2779056;49.416666;11.180548;;
Hydrantenleitung;05.10.04;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;207,375;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;2004;90475;Nürnberg;Altenfurt;Löwenberger Str.;506731000004;27;;;Mehrfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.2004;100";"(OH) Überflurhydrant;N-ERGIE;1942972;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Löwenberger Str.;27;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;1.300 m;0.597 m;BP:OK ÜP:OK  NL:OK ;;;";657132.804 m;5475117.414 m;;;1942972;49.408437;11.166155;;
Hydrantenleitung;01.01.97;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;nein;111,375;Leistung der Hydranten nicht aufsummieren! ;80;PN 16;(Fl) Flansch;1997;90475;Nürnberg;Moorenbrunn;Streubuck;510144200001;10;;;Einfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.1997;100";"(OH) Überflurhydrant;N-ERGIE;1912218;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Streubuck;10;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1949;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;1.500 m;0.629 m;BP:OK ÜP:OK  NL:OK ;;;";657339.548 m;5473583.298 m;;;1912218;49.394594;11.168396;;
Versorgungsleitung;07.05.21;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2021;90475;Nürnberg;Fischbach;Gotthelfstr.;504005600006;11;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;07.05.2021;80";"(UH) Unterflurhydrant;N-ERGIE;31644267;(37)Fischbach";"Nürnberg;Fischbach;Gotthelfstr.;11;";"VW;Versorgungsleitung;(37)Fischbach;in Betrieb;01.01.1950;(HOB) Hoher Bühl;(GG) Grauguß;80;PN 10;104.300 m;103.721 m;BP:OK ÜP:OK  NL:OK ;;;";659324.336 m;5476594.488 m;;;31644267;49.421143;11.196936;;
Versorgungsleitung;14.07.15;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;ja;127,125;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2015;90475;Nürnberg;Altenfurt;Karl-Hertel-Str.;505972200001;12;;;Gewerbe und Wohnen;"VW;Versorgungsleitung;in Betrieb;31.08.2015;100";"(UH) Unterflurhydrant;N-ERGIE;26186380;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Karl-Hertel-Str.;12;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;14.07.2015;(HOB) Hoher Bühl;125*11,4 PE-100;100;PN 10;0.350 m;2.220 m;BP:OK ÜP:OK  NL:OK ;;;";657747.494 m;5475465.146 m;;;26186380;49.411403;11.174761;;
Hydrantenleitung;01.01.01;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(OH) Überflurhydrant;ja;290,625;Leistung der Hydranten nicht aufsummieren! Ecke Grünberger Str.;100;PN 16;(Fl) Flansch;2001;90475;Nürnberg;Altenfurt;Löwenberger Str.;506731000004;145;;;Mehrfamilienhaus;"VW;Hydrantenleitung;in Betrieb;01.01.2001;100";"(OH) Überflurhydrant;N-ERGIE;2777614;(36)Altenfurt/Moorenbrunn";"Nürnberg;Altenfurt;Löwenberger Str.;145;";"VW;Hydrantenleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1983;(HOB) Hoher Bühl;(GGG) duktiles Gußeisen;100;PN 16;3.200 m;3.248 m;BP:OK ÜP:OK  NL:OK ;;;";657550.424 m;5475505.009 m;;;2777614;49.411812;11.172062;;
Hydrantenleitung;22.07.21;N-ERGIE;(37)Fischbach;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;;;80;PN 16;(Fl) Flansch;2021;90475;Nürnberg;Fischbach;Fischbacher Hauptstr.;503411700001;219;;;Mehrfamilienhaus;"VW;Hydrantenleitung;in Betrieb;22.07.2021;100";"(UH) Unterflurhydrant;N-ERGIE;31717455;(37)Fischbach";"Nürnberg;Fischbach;Fischbacher Hauptstr.;219;";"VW;Hydrantenleitung;(37)Fischbach;in Betrieb;01.01.1950;(HOB) Hoher Bühl;(GG) Grauguß;100;PN 10;1.699 m;1.699 m;BP:OK ÜP:OK  NL:OK ;;;";659271.301 m;5476341.631 m;;;31717455;49.418884;11.196104;;
Versorgungsleitung;05.12.12;N-ERGIE;(36)Altenfurt/Moorenbrunn;(HOB) Hoher Bühl;(UH) Unterflurhydrant;nein;282;Leistung der Hydranten nicht aufsummieren!;80;PN 16;(Fl) Flansch;2012;90475;Nürnberg;Moorenbrunn;Klagenfurter Str.;506179200012;46;;;Einfamilienhaus;"VW;Versorgungsleitung;in Betrieb;05.12.2012;150";"(UH) Unterflurhydrant;N-ERGIE;23513000;(36)Altenfurt/Moorenbrunn";"Nürnberg;Moorenbrunn;Klagenfurter Str.;46;";"VW;Versorgungsleitung;(36)Altenfurt/Moorenbrunn;in Betrieb;01.01.1972;(HOB) Hoher Bühl;(PVC) Polyvinylchlorid;150;PN 10;35.200 m;35.212 m;BP:OK ÜP:OK  NL:OK ;;;";657596.455 m;5474112.612 m;;;23513000;49.399285;11.172143;;
